writer,score,data,product_name,headline,content,url,rank,search_keyword
이*숙 ,2,2021.03.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
조*래 ,2,2021.03.28,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*미 ,2,2021.04.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*주 ,2,2021.04.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
주*자 ,2,2021.04.11,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
우쿠우쿠 ,2,2021.04.13,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
강*준 ,2,2021.05.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*경 ,2,2021.05.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*식 ,2,2021.05.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*순 ,2,2021.05.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
신*정 ,2,2021.05.17,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
안*숙 ,2,2021.05.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
권*국 ,2,2021.05.23,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*희 ,2,2021.05.30,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*현 ,2,2021.06.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
유*임 ,2,2021.06.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
신*희 ,2,2021.06.08,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
조*호 ,2,2021.06.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*순 ,2,2021.06.13,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김용식 ,2,2021.06.14,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*수 ,2,2021.06.15,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*연 ,2,2021.06.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
그냥은 ,2,2021.06.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
권*숙 ,2,2021.06.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
하루베베 ,3,2020.06.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",상처가 너무 많아요ㅜㅜ,"[구입날짜/가격/용량]
2020.06.12 / 9990원 / 13개

●구매이유
딸아이가 사과가 먹고싶다고 하기도 했고
요즘 핫하다는 ABC쥬스를 먹어볼까 싶어서 구매했어요


●상품상태
뽁뽁이까지 잘 포장되어 왔지만
상자가 아닌 봉지사과라 그런지
보조개(?) 말고도 멍이 많이 들어 있었어요


●맛과 후기
보조개사과가 뭔지 잘 몰랐는데
상처 난 사과가 보조개사과였나봐요

맛은 단 것도 있고 신 것도 있었어요
개인적으로 이름처럼 맛있는 사과는 아닌 것 같아요
그리고 멍든 부분이 많아서 먹기도 전에 많이 도려내야 했고
음식물쓰레기가 많이 나오는 게 불편했어요


●재구매
저렴해서 선택 했었는데
아무리 갈아먹는 용으로 선택했지만
그래도 좋은 품질의 사과를 먹고싶네요
곰곰브랜드 너무 좋아하지만 사과는 재구매 안할 것 같아요



☆☆☆열심히 작성한 제 후기가 도움이 되셨다면
《도움이 돼요》한번 눌러주시길 부탁드려요☆☆☆",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
신*희 ,3,2021.01.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"1.7일 주문, 12,490원 새벽배송 받았어요.
흠결과치고 비싸다는 생각이네요.

매일 아침 샐러드를 해먹는데 사과가
똑 떨어져 나가진 못하겠고해서
급하게 검색했어요.
예전에 맛있게 먹었던 사과도 후기가
별로 좋지 않아서 고민고민 하다가 맛있다는 최신 후기만 보고 주문했는데 흠집 있는 사과였네요.

흠결과 아니어도 사과 상태가 복불복인
것 같아서 봉지 열기전에 봤을땐 괜찮아보여서 다행이다 싶었는데 씻으려고 보니 상태가 안좋네요.
이런 봉지 비추천입니다.

맛은 그냥 먹을만해요.
샐러드로 먹을땐 다른 야채, 과일과
함께 소스 뿌려 먹으니 먹을만은
합니다.

먹다보니 사과속은 괜찮은데 겉이
많이 상해서 별 하나 더 뺐어요.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
eyeeye ,3,2020.06.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",가정에서 먹기 좋은 가성비 좋은 사과,"외관 : 포장상태 good , 갯수 good, 못난이 사과라는 점을 인지해서인지 사과 표면에 검정점이 있었음.

사과 내부 : 한개를 잘라보니, 갈색으로 이 너무 심했음 ㅠㅠ
보통은 꿀사과라고 하는데, 밀병이 너무 심해진건지,,갈색으로 되어 있어,반절은 못먹고 버리게 되었음...

다른한개를 더 잘라봤더니, 이 상품은 밀병이 없었으나, 밀병이 있던 사과보다 단맛은 덜 했음.

전부 다 먹진 않았지만, 얼른 먹어야 할꺼 같은 생각이 들었음.

크기 : 본품에 적혀있는대로, 싸이즈는 통째로 먹기 좋은 싸이즈였음,
너무 크면 사과 하나 먹기도 빡셈

선물용으로는 비추이고, 가정에서 가볍게 먹기 좋음.

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*현 ,3,2021.06.04,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",흠집있는걸 예상하고 산거긴한데 제철이아니여서인가요??,"현재7개 잘라봤는데 그 중 3개가이랬어요
1개는 까맣게 곰팡이피듯 썩지않았지만 사진에서처럼 과육 전체적으로 퍼져서 갈색으로 되어있는데 그동안 본적없는 모양이라 먹어도 되는지 혼란하네요
흠집사과라해서 겉 껍질부분 완전빨갛지않은거 찍힌거 ..뭐 이런건줄알았는데 과육부분도 흠이있네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
임*진 ,3,2021.06.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"지금까지 네 개를 먹었는데
첫번째로 꺼낸 알부터 속이 썩어있더라고요
대강 도려내서 먹고 버리고
두번째 썩은 알의 사진을 찍었습니다
설마 또 썩은 알이 나오리라곤 예상을 못 했지요
현재까지 이분의 일의 확률인데
더이상은 이 확률이 적용되지 않았으면 좋겠네요
맛은 아주 당도가 높진 않고
그럭저럭 먹을만 합니다",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*윤 ,3,2021.05.13,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",별루,"지금 저장시기 가 오래 되다 보니 정말 잘 구매 해야 맛난사과 를 맛 볼수있는 시기입니다 푸석 거리고 흠집도 많습니다 멍든곳이 많네요 갈아먹는용으로밖에안됩니다 사과를 쭉 달고사는데 쿠팡에도 잘구매하면 맛난곳도있어요 급하게구매해서 내잘못이라생각하고 갈아먹든 말려먹든해야겠어요 자주구매하는곳으로 구매하러갑니다 거긴 배송이 느려서 ᆢ
포장도 터저서왔어요



****다 푸석한건 아니네요 단단하고 맛도괜찮은애들도있어요
멍이많이들고 깨진것들이 푸석푸석합니다",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
남*현 ,3,2020.10.08,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",싸고 좋은 물건은 없다,"이 사과의 이름은 '맛있는', '보조개' 사과입니다.

하지만 제가 받은 상품은 '복불복', '피멍' 사과라고 할 수 있습니다.

지난 번에 사먹고 올린 후기에 외관에 충격에 의한 상처들이 많지만 맛은 괜찮다고 올렸고, 가격대비 나쁘지 않은 것 같아서 이번에 재구매를 했습니다. 하지만 실망스럽게도 이번에 온 상품은 여전히 겉부분에 다수의 상처가 있고, 맛도 없습니다. 구매 이후 여섯개 정도 먹었는데 두개는 맛이 괜찮았고, 네개는 정말 맛이 없었습니다.

'싸고 좋은 물건은 없다'고 하던데 이 사과 먹으면서 느꼈습니다. 돈은 괜찮게 벌고 있는데 아직까지 가난했을 때 습관이 남아있어 같은 상품 중 최저가를 선호하는 편인데 다음부터는 다른 사과로 갈아탈 예정입니다.

이상 '사과국' 충주 출신 사잘알이었습니다.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
민*진 ,3,2021.03.28,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",ㅇㅇ,"저번 맛나게먹고 최근 더 비싸진 금값사과에 재구매

근데 이번엔 포장이뜯겨져서 왔고

나뒹굴은건지 몇개는 멍이들어 물렁 푹 들어간 사과가

몇개있어요 배송을 험악하게 한건지 아쉽네요

맛은 아직안봐서 몰겠지만 맛날것같아요

싱싱해보입니다



맛있어요 달고 아삭거려요



이번사과는 스펀지 식감 사과랑 아삭이지만 단맛이없는 사과들이

여러개있네요ㅠ전에산것도 한두개가 그래지만 이번은 더 많네요

간식으로 하루1개~3개먹는데

맛없어서 먹다만게있네요

이제 재구매는 안할것같아요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
허*정 ,3,2021.05.24,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",맛이 안느껴지는 사과...,단맛이나 새콤한맛 전혀 없어요ㅠ...외관은 괜찮.았고 가격좋았는데..ㅠ너무기대했나ㅠ,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
Happypp ,3,2021.04.28,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"주스용사과로 알고 구입은 했으나 엄청 작아서 감자인줄 알았음ㅠㅠ


그리고 보조개로 귀엽게 봐주기엔 굉장하게 움푹움푹 패여있는 상처들이 꽤 됐음


솔직히 다른 비슷한 상품 구매하기 전까진 원래 이런애들은 작고 흠있는 사과니까~~~~했는데


몇천원 차이인데ㅠㅜ품질에서 차이가 너무 많이 남


재구매는 글쎄요..........",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*인 ,3,2021.05.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"상태는 뭐... 별로 안 좋습니다 썩은 곳도 군데군데 꽤나 많구요 사실 후기 보고 대충 예상하고 산 거라 이건 뭐...
그냥 싼 맛에 한 번 시켜봤어요 딱 그 정도예요~",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
모나미나 ,3,2021.03.28,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"사과향 사과느낌
맛있지않아요ㅜㅠ
갈아먹으려고샀는데
달지도 시지도 않는맛이네요
크기도작고 무른거는 심한건 심하고
보통은 사진정도인듯,
조금더주고 맛있는사과사는게 나을듯하네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*규 ,3,2021.04.29,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,곰곰 당도선별 사과는 맛있게 먹었는데 이건 맛 없어요 안 달고 셔요.. 원래 먹던 걸로 먹어야겠어요 ㅠㅠ 아쉬워요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
보리피리 ,3,2021.04.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",달지도 않고 싱싱하지 않아요,이전에 구입한건 맛도 나름 있고 아주 좋지는 않지만 괜찮은거 같아 재구매했는데 싱싱하지도 않고 모든 사과가 달지 않아서 실망입니다,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
mozzionni ,3,2021.04.30,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,앞전에 시켰던건 아삭했는데 이번거는 퍼석퍼석한 사과가 많네요.......,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
장*림 ,3,2021.01.30,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"일단 포장상태만 후기쓰지만..
온통 멍들어 버린게 벌써 4 개입니다.
내 손이 아닌 이동 중에 사과는 당연히 망가지므로 사과는 잘 안 시켰는데.. 애들 데리고 마트가기 쉽지않아 시켰는데.. 너무 심하네요.
보조개사과이니 상처나 모양 이상한건 감안하려했지만 다행히 크기나 모양은 좋습니다.
사과는 재주문 없을듯.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*송 ,3,2021.03.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",쥬스용으로,"애초에 쥬스용으로 구입했기 때문에, 작고 흠도 있고 그렇 습니다",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*희 ,3,2021.03.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,가끔 구입하는 사과인데 이번에는 싱싱한것도 있고 푸석거리며 맹맛인것도 있네요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*윤 ,3,2020.12.02,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",모양이 못난 사과인줄알았는데 상품가치가 떨어지는거였네요,거의다 썩어있거나 반정도가 멍들어있어서 깍아내니 반정도밖에 안남아요. 심지어 맛도 그냥그냥이네요.. ㅠ 쥬스용 사과이였나봐요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
두둠칫칫 ,3,2020.06.27,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",쥬스용^^,사과 제품이 모두 품절되서 이걸로 사봤어요. 딱 보조개 사과예요. 크기가 크거나 막 엄청 달지도 않고 저는 ABC주스 만드는 용도로 구입했네요. 사과 단독으로 먹기에는 비추지만 착즙이나 쥬스로 만들어 먹는 경우에는 쓸만 합니다.,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
짱구푸리빠 ,3,2020.09.08,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",웩,"쿠팡 내돈내산 후기ʕ´•ᴥ•`ʔ

구입일자 / 2020.07.01

●●구입후기●●

썩은 것도 많고 맛도 없고 달지도 않고
이래서 과일은 직접가서 사야하나
쿠팡서 과일 많이 안 사먹어봤지만 제일 별로였음
하도 푸석푸석해서 전부 깍아 냉동실에 넣어놔서
음식할때 대충 때려넣는중",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
백*영 ,3,2020.10.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사과 하나로는 부족한 사이즈에요 ㅎㅎ,당도 선별이 되지 않아 단맛이 들쑥 날쑥하지만 햇사과라 싱싱하니 만족해요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
민*기 ,3,2020.12.29,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"사과에 흠집이 많아요 ㅜ
맛은 그래도 아주 좋습니다!",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
서*아 ,3,2020.09.13,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"사과는 엄청 싱싱해요.
근데 맛은 무맛이라 아쉬워요ㅜ
하지만 아삭거려서 요거트랑 같이 먹음 맛나요.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
우*희 ,3,2020.09.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"사과봉지뜯어져서 배송되고 알이생각보다 작음 맛은 괜찮은편.
사진처럼 사과봉지가 뜯어져옴",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
지영이네 ,3,2020.11.29,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"적당히 신선하고 맛도 괜찮아요.
근데 반 이상 속씨쪽으로부터 썩어 있네요.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*경 ,3,2020.11.12,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,사과 상태 진짜 별루에요 멍이 너무너무 많아요 어차피 쨈 만들려고 산거라 그냥먹어요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
쿠팡실구매자 ,3,2020.09.23,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"사과 10개에 상품은 그럭저럭이고 가격도 12,990원이면 별로네요.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박* ,3,2020.06.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"아직 저장사과라 그런지 푸석한게 있긴함 그리고 사이즈는 일반 사과 반 정도 사이즈라
두개가 한개 사이즈임 당도는 나쁘지않음
갈아서 먹을거라 괜찮음",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*화 ,3,2020.10.02,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,아직 먹어보진 않았는데 크기가 생각했던거보다 작네요 특과크기는 아니구 일반 빨간사과크기에요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*영 ,3,2020.09.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"사과향은 너무 좋으나
멍든곳도 많고 꿀도없고
약간 퍼석해요.
보관이 좀 오래된듯한 느낌입니다ㅠㅠ",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*혜 ,3,2020.10.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,주스용으로 샀어요. 상처가 많아 그냥 깎아드실분은 추천안해요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*석 ,3,2020.09.11,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"그냥 먹을만 합니다
가성비는 나빠요
마트에서 파는게 더 저렴하고 맛나요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*연 ,3,2020.06.29,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,보조개 사과니까 그러려니 하고 구매했는데 푸석한게 너무 많고 맛없는 것도 많았고 실망스러웠어요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*정 ,3,2020.06.15,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,단맛이 좀 덜하고 안에 썩었어요 몇개...겉만 흠났다고 했는데 중심부가 썩은게 몇개 있어요 ㅠㅜ,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*재 ,3,2020.07.24,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"살때마다 느끼지만 엄청 작음
맛은 쏘쏘
신선함
작은만큼 양은 많음",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*지 ,3,2021.04.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",쿠팡과일은 다싱싱한줄알았는데 다 조금씩 벌레먹었네요,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
쑥기 ,3,2020.10.27,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",나쁘지는 않아요,아삭한 맛은 덜 하네요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
양*희 ,3,2020.06.25,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",괜찮네요,썩은게 없었더라면 완전 좋을뻔했습니다.,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
강*서 ,3,2020.07.04,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"보조개가 많아요
알이 작아요
껍질이 두꺼워요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
서*민 ,3,2021.04.20,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사과가 성한게..하나도 없엇어요ㅠ멍들고 퍼석하고ㅠ,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
송*호 ,3,2021.06.04,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",프레시백에서 봉지를 들어올리니 찢어졌어요,그리고 하나는 썩어있었어요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*영 ,3,2020.06.27,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",갈아서 먹기에는 괜찮아요.,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*경 ,3,2020.06.23,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",모든사과에 구멍나있고 다 곪아잇고..비급주는건가요?,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*숙 ,3,2020.06.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",좋아요,저렴하게 가정에서 먹기좋아요 자주 애용할께요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*안 ,3,2021.04.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",겉은 괜찮은데 속이 멍든건지.. 3/1은 못먹었어요,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
유주애 ,3,2020.09.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,푸석했어요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
왕뭉 ,3,2020.07.02,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,사과 크기도작고 멍이 많아요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*양 ,3,2021.04.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,역시 농산물은 직접가서 사야게써용,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*호 ,3,2020.06.17,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,사과가 아삭하니 맛있진않아요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*영 ,3,2021.05.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",썪은 것들이 너무 많음. 반품하려다 그냥 먹음.,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
허*범 ,3,2020.11.03,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,싱싱하긴한데 단맛보다 신맛이 강해요 ㅠ,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*희 ,3,2021.05.04,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,좋아요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
홍*지 ,3,2020.09.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사과철이 아닐때 사면 끔찍한 상황 발생함,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*애 ,3,2020.09.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",아주 달콤하지는 않고 그냥 먹을만 한 정도 입니다,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
장*영 ,3,2021.05.04,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",상한것이 2개 푸석사과 2개 이러면 알뜰사과 아님ㅠ,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*영 ,3,2021.04.08,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,너무 잘아요~ 맛은 괴안은데~,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*진 ,3,2021.04.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",한번쯤 경험해볼..,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*진 ,3,2021.04.29,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",조금 밍밍한 달큰함과 새콤은 거의없어요,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*영 ,3,2020.10.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,당도가 떨어지고 상한것들이 좀 있네여 ㅡ.ㅡ,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*원 ,3,2021.05.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",진짜보조개였어여..,많이별로였네요 ㅎㅎ,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
